Trip ID,Departure Date,Departure Time,Arrival Time,Stops,Origin,Destination,trip_headsign
OCESN9868F3361686:2024-09-17T00:20:00Z,20240917,15:12:00,21:28:00,"[['Marseille Saint-Charles', 0, 0, '15:12:00', 0], ['Aix-en-Provence TGV', '16:03:00', 2400, '16:06:00', 2400], ['Avignon TGV', '16:26:00', 2400, '16:29:00', 2400], ['Lyon Part Dieu', '17:28:00', 2100, '17:40:00', 2400], ['Marne-la-Vallée Chessy', '19:32:00', 2700, '19:36:00', 2700], ['Aéroport Charles de Gaulle 2 TGV', '19:46:00', 2700, '19:52:00', 2700], ['Lille Europe', '20:43:00', 2700, '20:54:00', 2700], ['Bruxelles Midi', '21:28:00', 2700, 0, 0]]",Marseille Saint-Charles,Bruxelles Midi,9868.0
OCESN5288F3112515:2024-09-16T00:23:36Z,20240917,15:17:00,19:35:00,"[['Nantes', 0, 0, '15:17:00', 0], ['Angers Saint-Laud', '15:59:00', 0, '16:02:00', 0], ['Le Mans', '16:46:00', 0, '16:57:00', 0], ['Massy TGV', '17:47:00', 0, '17:55:00', 0], ['Marne-la-Vallée Chessy', '18:23:00', 0, '18:28:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '18:37:00', 0, '18:43:00', 0], ['Lille Europe', '19:35:00', 0, 0, 0]]",Nantes,Lille Europe,5288.0
OCESN7845F3173463:2024-09-17T00:20:00Z,20240917,15:20:00,20:26:00,"[['Lille Flandres', 0, 0, '15:20:00', 0], ['TGV Haute Picardie', '15:48:00', 0, '15:53:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '16:24:00', 0, '16:32:00', 0], ['Marne-la-Vallée Chessy', '16:43:00', 0, '16:49:00', 0], ['Lyon Saint-Exupéry TGV', '18:42:00', 600, '18:45:00', 600], ['Valence TGV Rhône-Alpes Sud', '19:08:00', 600, '19:11:00', 600], ['Avignon TGV', '19:44:00', 600, '19:47:00', 600], ['Aix-en-Provence TGV', '20:07:00', 600, '20:10:00', 600], ['Marseille Saint-Charles', '20:26:00', 600, 0, 0]]",Lille Flandres,Marseille Saint-Charles,7845.0
OCESN7804F3163120:2024-09-17T00:20:00Z,20240917,15:24:00,18:14:00,"[['Lyon Perrache', 0, 0, '15:54:00', 1800], ['Lyon Part Dieu', '16:02:00', 1800, '16:03:00', 1500], ['Paris Gare de Lyon Hall 1 - 2', '18:14:00', 2400, 0, 0]]",Lyon Perrache,Paris Gare de Lyon Hall 1 - 2,7804.0
OCESN8634F3391120:2024-09-17T00:20:00Z,20240917,15:28:00,19:02:00,"[['Brest', 0, 0, '15:33:00', 300], ['Saint-Brieuc', '16:43:00', 300, '16:46:00', 300], ['Rennes', '17:29:00', 0, '17:35:00', 0], ['Paris Montparnasse Hall 1 - 2', '19:02:00', 0, 0, 0]]",Brest,Paris Montparnasse Hall 1 - 2,8634.0
OCESN6978F3388186:2024-09-17T00:20:00Z,20240917,15:29:00,19:14:00,"[['Annecy', 0, 0, '15:29:00', 0], ['Aix-les-Bains le Revard', '15:56:00', 0, '15:59:00', 0], ['Chambéry - Challes-les-Eaux', '16:09:00', 0, '16:22:00', 0], ['Mâcon - Loché TGV', '17:37:00', 0, '17:40:00', 0], ['Paris Gare de Lyon Hall 1 - 2', '19:14:00', 0, 0, 0]]",Annecy,Paris Gare de Lyon Hall 1 - 2,6978.0
OCESN9226F3131495:2024-05-04T00:34:18Z,20240917,15:34:00,19:40:00,"[['Zuerich HB', 0, 0, '15:34:00', 0], ['Basel SBB', '16:28:00', 0, '16:34:00', 0], ['Mulhouse', '16:54:00', 0, '16:57:00', 0], ['Dijon', '17:59:00', 0, '18:03:00', 0], ['Paris Gare de Lyon Hall 1 - 2', '19:40:00', 0, 0, 0]]",Zuerich HB,Paris Gare de Lyon Hall 1 - 2,9226.0
OCESN9228F3135300:2024-05-04T00:34:18Z,20240917,15:34:00,19:40:00,"[['Zuerich HB', 0, 0, '15:34:00', 0], ['Basel SBB', '16:28:00', 0, '16:34:00', 0], ['Mulhouse', '16:54:00', 0, '16:57:00', 0], ['Dijon', '17:59:00', 0, '18:03:00', 0], ['Paris Gare de Lyon Hall 1 - 2', '19:40:00', 0, 0, 0]]",Zuerich HB,Paris Gare de Lyon Hall 1 - 2,9228.0
OCESN8363F3135620:2024-09-13T00:21:10Z,20240917,15:35:00,18:13:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '15:35:00', 0], ['Niort', '17:29:00', 0, '17:32:00', 0], ['Surgères', '17:50:00', 0, '17:52:00', 0], ['La Rochelle', '18:13:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,La Rochelle,8363.0
OCESN6117F2587824:2024-09-17T00:20:00Z,20240917,15:38:00,18:59:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '15:38:00', 0], ['Avignon TGV', '18:18:00', 0, '18:21:00', 0], ['Aix-en-Provence TGV', '18:42:00', 0, '18:46:00', 0], ['Marseille Saint-Charles', '18:59:00', 0, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Marseille Saint-Charles,6117.0
OCESN6873F3159732:2024-09-16T00:23:36Z,20240917,15:38:00,19:50:00,"[['Toulouse Matabiau', 0, 0, '15:38:00', 0], ['Carcassonne', '16:21:00', 0, '16:24:00', 0], ['Narbonne', '16:53:00', 0, '16:56:00', 0], ['Béziers', '17:09:00', 0, '17:12:00', 0], ['Sète', '17:34:00', 0, '17:37:00', 0], ['Montpellier Saint-Roch', '17:55:00', 0, '17:59:00', 0], ['Nîmes Centre', '18:24:00', 0, '18:27:00', 0], ['Valence TGV Rhône-Alpes Sud', '19:10:00', 0, '19:15:00', 0], ['Lyon Part Dieu', '19:50:00', 0, 0, 0]]",Toulouse Matabiau,Lyon Part Dieu,6873.0
OCESN8879F3085831:2024-09-14T00:20:37Z,20240917,15:39:00,17:54:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '15:39:00', 0], ['Le Mans', '16:33:00', 0, '16:36:00', 0], ['Angers Saint-Laud', '17:13:00', 0, '17:16:00', 0], ['Nantes', '17:54:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Nantes,8879.0
OCESN8984F3152176:2024-09-14T00:20:37Z,20240917,15:44:00,19:16:00,"[[""Les Sables-d'Olonne"", 0, 0, '15:44:00', 0], ['La Roche-sur-Yon', '16:08:00', 0, '16:11:00', 0], ['Nantes', '16:57:00', 0, '17:08:00', 0], ['Angers Saint-Laud', '17:45:00', 0, '17:48:00', 0], ['Paris Montparnasse Hall 1 - 2', '19:16:00', 0, 0, 0]]",Les Sables-d'Olonne,Paris Montparnasse Hall 1 - 2,8984.0
OCESN5192F3267929:2024-09-15T00:19:40Z,20240917,15:45:00,19:49:00,"[['Lyon Perrache', 0, 0, '15:45:00', 0], ['Lyon Part Dieu', '15:53:00', 0, '15:59:00', 0], ['Marne-la-Vallée Chessy', '17:52:00', 300, '17:56:00', 300], ['Aéroport Charles de Gaulle 2 TGV', '18:06:00', 300, '18:12:00', 300], ['TGV Haute Picardie', '18:40:00', 300, '18:43:00', 300], ['Arras', '18:59:00', 300, '19:05:00', 300], ['Douai', '19:19:00', 300, '19:25:00', 300], ['Lille Flandres', '19:49:00', 300, 0, 0]]",Lyon Perrache,Lille Flandres,5192.0
OCESN7623F3091062:2024-09-15T00:19:40Z,20240917,15:48:00,17:50:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '15:48:00', 0], ['Angers Saint-Laud', '17:09:00', 0, '17:12:00', 0], ['Nantes', '17:50:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Nantes,7623.0
OCESN6624F2585811:2024-07-02T00:31:10Z,20240917,15:50:00,18:33:00,"[['Lyon Perrache', 0, 0, '15:55:00', 300], ['Lyon Part Dieu', '15:59:00', 60, '16:04:00', 0], ['Le Creusot-TGV', '17:15:00', 1800, '17:18:00', 1800], ['Paris Gare de Lyon Hall 1 - 2', '18:33:00', 1500, 0, 0]]",Lyon Perrache,Paris Gare de Lyon Hall 1 - 2,6624.0
OCESN7898F3249515:2024-09-17T00:20:00Z,20240917,15:50:00,20:47:00,"[['Toulon', 0, 0, '16:30:00', 2400], ['Aix-en-Provence TGV', '17:20:00', 2400, '17:23:00', 2400], ['Lyon Saint-Exupéry TGV', '18:39:00', 2400, '18:44:00', 2400], ['Marne-la-Vallée Chessy', '20:27:00', 2400, '20:33:00', 2400], ['Aéroport Charles de Gaulle 2 TGV', '20:47:00', 2400, 0, 0]]",Toulon,Aéroport Charles de Gaulle 2 TGV,7898.0
OCESN7872F3159277:2024-09-17T00:20:00Z,20240917,15:51:00,19:19:00,"[['Montpellier Sud de France', 0, 0, '16:01:00', 600], ['Nîmes Pont du Gard', '16:19:00', 600, '16:28:00', 900], ['Valence TGV Rhône-Alpes Sud', '17:05:00', 900, '17:08:00', 900], ['Paris Gare de Lyon Hall 1 - 2', '19:19:00', 900, 0, 0]]",Montpellier Sud de France,Paris Gare de Lyon Hall 1 - 2,7872.0
OCESN6621F3132618:2024-05-04T00:34:18Z,20240917,15:52:00,18:14:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '15:52:00', 0], ['Le Creusot-TGV', '17:16:00', 300, '17:19:00', 300], ['Mâcon - Loché TGV', '17:37:00', 300, '17:40:00', 300], ['Lyon Part Dieu', '18:00:00', 0, '18:06:00', 0], ['Lyon Perrache', '18:14:00', 0, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Lyon Perrache,6621.0
OCESN2067F2425942:2024-09-17T00:20:00Z,20240917,15:55:00,17:41:00,"[['Paris Est', 0, 0, '15:55:00', 0], ['Strasbourg', '17:41:00', 0, 0, 0]]",Paris Est,Strasbourg,2067.0
OCESN9577F3383658:2024-09-13T00:21:10Z,20240917,15:55:00,21:36:00,"[['Paris Est', 0, 0, '15:55:00', 0], ['Strasbourg', '17:41:00', 0, '17:46:00', 0], ['Karlsruhe Hbf', '18:24:00', 0, '18:27:00', 0], ['Stuttgart Hbf', '19:04:00', 0, '19:22:00', 0], ['Ulm Hbf', '20:17:00', 0, '20:20:00', 0], ['Augsburg Hbf', '21:01:00', 0, '21:06:00', 0], ['Munich', '21:36:00', 0, 0, 0]]",Paris Est,Munich,9577.0
OCESN2580F3162061:2024-09-14T00:20:37Z,20240917,15:56:00,18:46:00,"[['Remiremont', 0, 0, '15:56:00', 0], ['Épinal', '16:17:00', 0, '16:21:00', 0], ['Nancy', '17:06:00', 0, '17:16:00', 0], ['Paris Est', '18:46:00', 0, 0, 0]]",Remiremont,Paris Est,2580.0
OCESN5316F3160807:2024-09-15T00:19:40Z,20240917,15:56:00,22:24:00,"[['Le Havre', 0, 0, '15:56:00', 0], ['Rouen Rive Droite', '16:39:00', 0, '16:44:00', 0], ['Mantes-la-Jolie', '17:31:00', 0, '17:34:00', 0], ['Versailles Chantiers', '18:08:00', 0, '18:11:00', 0], ['Massy-Palaiseau', '18:24:00', 0, '18:27:00', 0], ['Lyon Part Dieu', '20:30:00', 0, '20:40:00', 0], ['Valence TGV Rhône-Alpes Sud', '21:14:00', 0, '21:19:00', 0], ['Avignon TGV', '21:51:00', 0, '21:54:00', 0], ['Marseille Saint-Charles', '22:24:00', 0, 0, 0]]",Le Havre,Marseille Saint-Charles,5316.0
OCESN7330F3441089:2024-09-15T00:19:40Z,20240917,15:56:00,18:08:00,"[['Dunkerque', 0, 0, '15:56:00', 0], ['Hazebrouck', '16:17:00', 0, '16:20:00', 0], ['Béthune', '16:41:00', 0, '16:44:00', 0], ['Lens', '16:55:00', 0, '16:58:00', 0], ['Arras', '17:11:00', 0, '17:18:00', 0], ['Paris Gare du Nord', '18:08:00', 0, 0, 0]]",Dunkerque,Paris Gare du Nord,7330.0
OCESN9896F3061434:2024-09-17T00:20:00Z,20240917,15:56:00,00:49:00,"[['Marseille Saint-Charles', 0, 0, '16:46:00', 3000], ['Aix-en-Provence TGV', '17:07:00', 3600, '17:10:00', 3600], ['Avignon TGV', '17:30:00', 3600, '17:33:00', 3600], ['Valence TGV Rhône-Alpes Sud', '18:09:00', 3600, '18:14:00', 3600], ['Lyon Part Dieu', '18:50:00', 3600, '19:04:00', 3600], ['Chalon-sur-Saône', '20:03:00', 3600, '20:06:00', 3600], ['Dijon', '20:39:00', 3600, '20:49:00', 3600], ['Besançon Franche-Comté TGV', '21:16:00', 3600, '21:19:00', 3600], ['Belfort - Montbéliard TGV', '21:40:00', 3600, '21:45:00', 3600], ['Mulhouse', '22:08:00', 3600, '22:12:00', 3600], ['Strasbourg', '23:07:00', 3600, '23:14:00', 3600], ['Metz', '00:02:00', 3600, '00:07:00', 3600], ['Thionville', '00:23:00', 3600, '00:26:00', 3600], ['Luxembourg', '00:49:00', 3600, 0, 0]]",Marseille Saint-Charles,Luxembourg,9896.0
OCESN5460F3134332:2024-09-16T00:23:36Z,20240917,16:03:00,21:04:00,"[['Rennes', 0, 0, '16:03:00', 0], ['Le Mans', '16:50:00', 0, '16:57:00', 0], ['Massy TGV', '17:47:00', 0, '17:55:00', 0], ['Marne-la-Vallée Chessy', '18:23:00', 0, '18:28:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '18:37:00', 0, '18:53:00', 0], ['Champagne-Ardenne TGV', '19:29:00', 0, '19:35:00', 0], ['Meuse TGV', '20:00:00', 0, '20:07:00', 0], ['Lorraine TGV', '20:25:00', 0, '20:28:00', 0], ['Strasbourg', '21:04:00', 0, 0, 0]]",Rennes,Strasbourg,5460.0
OCESN6168F3345294:2024-06-26T00:35:36Z,20240917,16:03:00,22:05:00,"[['Nice-Ville', 0, 0, '16:28:00', 1500], ['Antibes', '16:42:00', 1500, '16:45:00', 1500], ['Cannes', '16:49:00', 1200, '16:53:00', 1200], ['Saint-Raphaël Valescure', '17:24:00', 1800, '17:27:00', 1800], ['Toulon', '18:15:00', 1800, '18:19:00', 1800], ['Marseille Saint-Charles', '18:57:00', 1500, '19:14:00', 1500], ['Paris Gare de Lyon Hall 1 - 2', '22:05:00', 900, 0, 0]]",Nice-Ville,Paris Gare de Lyon Hall 1 - 2,6168.0
OCESN6024F3391076:2024-09-15T00:19:40Z,20240917,16:04:00,19:57:00,"[['Marseille Saint-Charles', 0, 0, '16:34:00', 1800], ['Aix-en-Provence TGV', '17:00:00', 2700, '17:03:00', 2700], ['Avignon TGV', '17:23:00', 2700, '17:26:00', 2700], ['Paris Gare de Lyon Hall 1 - 2', '19:57:00', 2100, 0, 0]]",Marseille Saint-Charles,Paris Gare de Lyon Hall 1 - 2,6024.0
OCESN8880F3157924:2024-09-17T00:20:00Z,20240917,16:05:00,18:21:00,"[['Nantes', 0, 0, '16:05:00', 0], ['Angers Saint-Laud', '16:42:00', 0, '16:45:00', 0], ['Le Mans', '17:23:00', 0, '17:26:00', 0], ['Paris Montparnasse Hall 1 - 2', '18:21:00', 0, 0, 0]]",Nantes,Paris Montparnasse Hall 1 - 2,8880.0
OCESN2513F2819074:2024-09-16T00:23:36Z,20240917,16:06:00,17:44:00,"[['Paris Est', 0, 0, '16:06:00', 0], ['Champagne-Ardenne TGV', '16:46:00', 0, '16:49:00', 0], ['Nancy', '17:44:00', 0, 0, 0]]",Paris Est,Nancy,2513.0
OCESN8447F3100305:2024-09-17T00:20:00Z,20240917,16:06:00,18:44:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '16:06:00', 0], ['Poitiers', '17:24:00', 0, '17:27:00', 0], ['Angoulême', '18:05:00', 0, '18:08:00', 0], ['Bordeaux Saint-Jean', '18:44:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Bordeaux Saint-Jean,8447.0
OCESN7853F3134545:2024-09-04T00:27:05Z,20240917,16:09:00,22:01:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '16:09:00', 0], ['Valence TGV Rhône-Alpes Sud', '18:24:00', 0, '18:29:00', 0], ['Toulon', '20:08:00', 0, '20:12:00', 0], ['Les Arcs - Draguignan', '20:49:00', 0, '20:52:00', 0], ['Cannes', '21:27:00', 0, '21:31:00', 0], ['Antibes', '21:40:00', 0, '21:43:00', 0], ['Nice-Ville', '22:01:00', 0, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Nice-Ville,7853.0
OCESN2872F3391754:2024-09-17T00:20:00Z,20240917,16:10:00,18:21:00,"[['Luxembourg', 0, 0, '16:10:00', 0], ['Thionville', '16:31:00', 0, '16:34:00', 0], ['Metz', '16:52:00', 0, '16:57:00', 0], ['Paris Est', '18:21:00', 0, 0, 0]]",Luxembourg,Paris Est,2872.0
OCESN12263F3133880:2024-09-01T00:22:45Z,20240917,16:11:00,18:14:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '16:11:00', 0], ['Bordeaux Saint-Jean', '18:14:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Bordeaux Saint-Jean,12263.0
OCESN7534F3359669:2024-09-15T00:19:40Z,20240917,16:11:00,19:09:00,"[['Rang-du-Fliers - Verton - Berck', 0, 0, '16:11:00', 0], ['Étaples - Le Touquet', '16:19:00', 0, '16:22:00', 0], ['Boulogne sur Mer', '16:37:00', 0, '16:40:00', 0], ['Calais - Fréthun', '17:05:00', 0, '17:15:00', 0], ['Lille Europe', '17:45:00', 0, '17:52:00', 0], ['Arras', '18:13:00', 0, '18:18:00', 0], ['Paris Gare du Nord', '19:09:00', 0, 0, 0]]",Rang-du-Fliers - Verton - Berck,Paris Gare du Nord,7534.0
OCESN8549F3137155:2024-09-17T00:20:00Z,20240917,16:11:00,20:47:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '16:11:00', 0], ['Bordeaux Saint-Jean', '18:14:00', 0, '18:20:00', 0], ['Dax', '19:30:00', 0, '19:34:00', 0], ['Bayonne', '20:03:00', 0, '20:06:00', 0], ['Biarritz', '20:16:00', 0, '20:19:00', 0], ['Saint-Jean-de-Luz - Ciboure', '20:32:00', 0, '20:34:00', 0], ['Hendaye', '20:47:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Hendaye,8549.0
OCESN6921F3133572:2024-05-04T00:34:18Z,20240917,16:13:00,19:13:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '16:13:00', 0], ['Lyon Saint-Exupéry TGV', '18:10:00', 300, '18:15:00', 300], ['Grenoble', '19:13:00', 0, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Grenoble,6921.0
OCESN7130F3444555:2024-09-15T00:19:40Z,20240917,16:16:00,18:08:00,"[['Valenciennes', 0, 0, '16:16:00', 0], ['Douai', '16:40:00', 0, '16:51:00', 0], ['Arras', '17:06:00', 0, '17:18:00', 0], ['Paris Gare du Nord', '18:08:00', 0, 0, 0]]",Valenciennes,Paris Gare du Nord,7130.0
OCESN7693F2897179:2024-09-17T00:20:00Z,20240917,16:16:00,19:30:00,"[['Paris Est', 0, 0, '16:46:00', 1800], ['Metz', '18:11:00', 1800, '18:34:00', 1800], ['Strasbourg', '19:30:00', 1800, 0, 0]]",Paris Est,Strasbourg,7693.0
OCESN9777F3131397:2024-09-17T00:20:00Z,20240917,16:17:00,20:19:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '16:17:00', 0], ['Bourg-en-Bresse', '18:14:00', 300, '18:17:00', 300], ['Bellegarde', '19:05:00', 300, '19:08:00', 300], ['Geneve', '19:34:00', 300, '19:44:00', 300], ['Lausanne', '20:19:00', 300, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Lausanne,9777.0
OCESN9836F3259614:2024-09-13T00:21:10Z,20240917,16:17:00,22:07:00,"[['Bruxelles Midi', 0, 0, '16:17:00', 0], ['Lille Europe', '16:53:00', 0, '17:08:00', 300], ['Aéroport Charles de Gaulle 2 TGV', '17:59:00', 300, '18:05:00', 300], ['Marne-la-Vallée Chessy', '18:14:00', 300, '18:18:00', 300], ['Lyon Part Dieu', '20:05:00', 300, '20:15:00', 300], ['Valence TGV Rhône-Alpes Sud', '20:50:00', 300, '20:55:00', 300], ['Nîmes Centre', '21:38:00', 300, '21:41:00', 300], ['Montpellier Saint-Roch', '22:07:00', 300, 0, 0]]",Bruxelles Midi,Montpellier Saint-Roch,9836.0
OCESN8488F3155136:2024-09-14T00:20:37Z,20240917,16:18:00,19:45:00,"[['Bordeaux Saint-Jean', 0, 0, '16:18:00', 0], ['Libourne', '16:39:00', 0, '16:42:00', 0], ['Angoulême', '17:23:00', 0, '17:26:00', 0], ['Poitiers', '18:04:00', 0, '18:09:00', 0], ['Châtellerault', '18:26:00', 0, '18:29:00', 0], ['Paris Montparnasse Hall 1 - 2', '19:45:00', 0, 0, 0]]",Bordeaux Saint-Jean,Paris Montparnasse Hall 1 - 2,8488.0
OCESN9219F3132292:2024-06-01T00:26:22Z,20240917,16:21:00,20:51:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '16:41:00', 1200], ['Belfort - Montbéliard TGV', '19:03:00', 1500, '19:06:00', 1500], ['Mulhouse', '19:28:00', 1500, '19:31:00', 1500], ['Basel SBB', '19:51:00', 1500, '19:58:00', 1500], ['Zuerich HB', '20:51:00', 1500, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Zuerich HB,9219.0
OCESN9270F3131454:2024-08-02T00:28:48Z,20240917,16:23:00,20:04:00,"[['Lausanne', 0, 0, '16:23:00', 0], ['Vallorbe', '16:57:00', 0, '17:00:00', 0], ['Frasne', '17:16:00', 0, '17:18:00', 0], ['Dijon', '18:22:00', 0, '18:26:00', 0], ['Paris Gare de Lyon Hall 1 - 2', '20:04:00', 0, 0, 0]]",Lausanne,Paris Gare de Lyon Hall 1 - 2,9270.0
OCESN2544F3119544:2024-09-17T00:20:00Z,20240917,16:24:00,18:03:00,"[['Nancy', 0, 0, '16:24:00', 0], ['Champagne-Ardenne TGV', '17:18:00', 0, '17:21:00', 0], ['Paris Est', '18:03:00', 0, 0, 0]]",Nancy,Paris Est,2544.0
OCESN9776F3131398:2024-09-17T00:20:00Z,20240917,16:24:00,19:44:00,"[['Geneve', 0, 0, '16:24:00', 0], ['Bellegarde', '16:54:00', 0, '17:02:00', 0], ['Bourg-en-Bresse', '17:49:00', 0, '17:52:00', 0], ['Paris Gare de Lyon Hall 1 - 2', '19:44:00', 0, 0, 0]]",Geneve,Paris Gare de Lyon Hall 1 - 2,9776.0
OCESN8074F3164114:2024-09-17T00:20:00Z,20240917,16:31:00,18:48:00,"[['Rennes', 0, 0, '16:31:00', 0], ['Vitré', '16:55:00', 0, '16:57:00', 0], ['Laval', '17:14:00', 0, '17:17:00', 0], ['Le Mans', '17:46:00', 0, '17:49:00', 0], ['Paris Montparnasse Hall 1 - 2', '18:48:00', 0, 0, 0]]",Rennes,Paris Montparnasse Hall 1 - 2,8074.0
OCESN8313F2586017:2024-09-17T00:20:00Z,20240917,16:31:00,17:44:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '16:31:00', 0], ['Vendôme - Villiers-sur-Loir', '17:13:00', 0, '17:16:00', 0], ['Saint-Pierre-des-Corps', '17:35:00', 0, '17:38:00', 0], ['Tours', '17:44:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Tours,8313.0
OCESN8030F3091012:2024-09-15T00:19:40Z,20240917,16:35:00,18:10:00,"[['Rennes', 0, 0, '16:40:00', 300], ['Paris Montparnasse Hall 1 - 2', '18:10:00', 300, 0, 0]]",Rennes,Paris Montparnasse Hall 1 - 2,8030.0
OCESN6121F3160069:2024-09-17T00:20:00Z,20240917,16:38:00,19:56:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '16:38:00', 0], ['Avignon TGV', '19:17:00', 0, '19:20:00', 0], ['Aix-en-Provence TGV', '19:41:00', 0, '19:44:00', 0], ['Marseille Saint-Charles', '19:56:00', 0, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Marseille Saint-Charles,6121.0
OCESN8881F3085818:2024-09-16T00:23:36Z,20240917,16:39:00,18:54:00,"[['Paris Montparnasse Hall 1 - 2', 0, 0, '16:39:00', 0], ['Le Mans', '17:33:00', 0, '17:36:00', 0], ['Angers Saint-Laud', '18:14:00', 0, '18:17:00', 0], ['Nantes', '18:54:00', 0, 0, 0]]",Paris Montparnasse Hall 1 - 2,Nantes,8881.0
OCESN5358F3088134:2024-09-17T00:20:00Z,20240917,16:41:00,23:10:00,"[['Montpellier Sud de France', 0, 0, '16:41:00', 0], ['Nîmes Pont du Gard', '16:59:00', 0, '17:02:00', 0], ['Valence TGV Rhône-Alpes Sud', '17:39:00', 0, '17:44:00', 0], ['Lyon Part Dieu', '18:19:00', 0, '18:30:00', 0], ['Massy TGV', '20:32:00', 0, '20:40:00', 0], ['Saint-Pierre-des-Corps', '21:32:00', 0, '21:36:00', 0], ['Saumur', '22:06:00', 0, '22:09:00', 0], ['Angers Saint-Laud', '22:30:00', 0, '22:33:00', 0], ['Nantes', '23:10:00', 0, 0, 0]]",Montpellier Sud de France,Nantes,5358.0
OCESN6696F3158287:2024-09-14T00:20:37Z,20240917,16:44:00,19:39:00,"[['Saint-Étienne Châteaucreux', 0, 0, '16:44:00', 0], ['Lyon Part Dieu', '17:30:00', 300, '17:43:00', 300], ['Paris Gare de Lyon Hall 1 - 2', '19:39:00', 300, 0, 0]]",Saint-Étienne Châteaucreux,Paris Gare de Lyon Hall 1 - 2,6696.0
OCESN7832F3159309:2024-07-04T00:34:03Z,20240917,16:44:00,20:18:00,"[['Marseille Saint-Charles', 0, 0, '16:44:00', 0], ['Avignon TGV', '17:15:00', 0, '17:18:00', 0], ['Lyon Saint-Exupéry TGV', '18:11:00', 0, '18:15:00', 0], ['Marne-la-Vallée Chessy', '20:03:00', 0, '20:08:00', 0], ['Aéroport Charles de Gaulle 2 TGV', '20:18:00', 0, 0, 0]]",Marseille Saint-Charles,Aéroport Charles de Gaulle 2 TGV,7832.0
OCESN2362F3166332:2024-09-17T00:20:00Z,20240917,16:45:00,19:10:00,"[['Colmar', 0, 0, '16:45:00', 0], ['Strasbourg', '17:18:00', 300, '17:24:00', 300], ['Paris Est', '19:10:00', 300, 0, 0]]",Colmar,Paris Est,2362.0
OCESN7053F3162659:2024-09-16T00:23:36Z,20240917,16:46:00,17:48:00,"[['Paris Gare du Nord', 0, 0, '16:46:00', 0], ['Lille Flandres', '17:48:00', 0, 0, 0]]",Paris Gare du Nord,Lille Flandres,7053.0
OCESN6922F3132559:2024-09-17T00:20:00Z,20240917,16:47:00,19:48:00,"[['Grenoble', 0, 0, '16:47:00', 0], ['Lyon Saint-Exupéry TGV', '17:49:00', 0, '17:54:00', 0], ['Paris Gare de Lyon Hall 1 - 2', '19:48:00', 0, 0, 0]]",Grenoble,Paris Gare de Lyon Hall 1 - 2,6922.0
OCESN6626F3159952:2024-09-17T00:20:00Z,20240917,16:50:00,19:25:00,"[['Lyon Perrache', 0, 0, '17:15:00', 1500], ['Lyon Part Dieu', '17:23:00', 1500, '17:29:00', 1500], ['Paris Gare de Lyon Hall 1 - 2', '19:25:00', 1500, 0, 0]]",Lyon Perrache,Paris Gare de Lyon Hall 1 - 2,6626.0
OCESN6745F3133972:2024-09-17T00:20:00Z,20240917,16:52:00,19:26:00,"[['Paris Gare de Lyon Hall 1 - 2', 0, 0, '16:52:00', 0], ['Montbard', '17:58:00', 300, '18:01:00', 300], ['Dijon', '18:32:00', 0, '18:36:00', 0], ['Dole', '18:59:00', 0, '19:02:00', 0], ['Besançon Viotte', '19:26:00', 0, 0, 0]]",Paris Gare de Lyon Hall 1 - 2,Besançon Viotte,6745.0
